Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
connective tissue development (GO:0061448),3/38,3.635471092298182e-5,0.01661410289180269,0,0,55.108755760368666,563.3319936811033,SPTLC2;ZBTB16;CD44
negative regulation of inclusion body assembly (GO:0090084),2/10,1.251535470990176e-4,0.02859758551212552,0,0,155.921875,1401.1091659987735,DNAJB1;SORL1
positive regulation of protein exit from endoplasmic reticulum (GO:0070863),2/13,2.1624086857684936e-4,0.029403716804920998,0,0,113.38068181818181,956.8329118851915,EDEM1;SORL1
negative regulation of cell adhesion (GO:0007162),3/73,2.573629479642976e-4,0.029403716804920998,0,0,27.505990783410137,227.33765252681698,SPN;CD164;DUSP1
negative regulation of cellular component organization (GO:0051129),3/80,3.372238210031123e-4,0.030752637148790275,0,0,24.996648512777544,199.84229792133095,DNAJB1;HSPA5;SORL1
leukocyte tethering or rolling (GO:0050901),2/18,4.219121242602919e-4,0.030752637148790275,0,0,77.9296875,605.5692748599668,SPN;SELL
leukocyte adhesion to vascular endothelial cell (GO:0061756),2/19,4.710469585153871e-4,0.030752637148790275,0,0,73.34191176470588,561.83958527557,SPN;SELL
chaperone cofactor-dependent protein refolding (GO:0051085),2/26,8.886174067263165e-4,0.05076226935924083,0,0,51.932291666666664,364.8681683209649,DNAJB1;HSPA5
'de novo' posttranslational protein folding (GO:0051084),2/31,0.0012646591825652726,0.06146985471547577,0,0,42.9676724137931,286.72124195111644,DNAJB1;HSPA5
regulation of cell morphogenesis (GO:0022604),2/32,0.001347535310850809,0.06146985471547577,0,0,41.53333333333333,274.5136550437013,PDZD8;CD44
regulation of cell adhesion (GO:0030155),3/133,0.0014795807480749092,0.06146985471547577,0,0,14.766253101736973,96.21685367174459,SPN;CD164;DUSP1
negative regulation of MAP kinase activity (GO:0043407),2/48,0.003012866504729657,0.08893066593454615,0,0,27.065217391304348,157.1098878516162,DUSP1;SORL1
response to unfolded protein (GO:0006986),2/49,0.0031377384221648597,0.08893066593454615,0,0,26.488031914893618,152.6837170661895,DNAJB1;HSPA5
cartilage development (GO:0051216),2/52,0.003526704480067964,0.08893066593454615,0,0,24.895,140.5918093795177,ZBTB16;CD44
negative regulation of protein-containing complex assembly (GO:0031333),2/52,0.003526704480067964,0.08893066593454615,0,0,24.895,140.5918093795177,HSPA5;SORL1
myeloid cell differentiation (GO:0030099),2/52,0.003526704480067964,0.08893066593454615,0,0,24.895,140.5918093795177,ZBTB16;SLC25A5
positive regulation of macroautophagy (GO:0016239),2/53,0.003661116595332141,0.08893066593454615,0,0,24.40563725490196,136.9153101039388,SPTLC2;SLC25A5
IRE1-mediated unfolded protein response (GO:0036498),2/53,0.003661116595332141,0.08893066593454615,0,0,24.40563725490196,136.9153101039388,HSPA5;EDEM1
negative regulation of endopeptidase activity (GO:0010951),2/63,0.005134013003729868,0.08893066593454615,0,0,20.394467213114755,107.51693221862237,SERPINB1;SORL1
ubiquitin-dependent ERAD pathway (GO:0030433),2/73,0.006835572611732835,0.08893066593454615,0,0,17.513204225352112,87.31409431287084,HSPA5;EDEM1
negative regulation of protein serine/threonine kinase activity (GO:0071901),2/78,0.007769694961352618,0.08893066593454615,0,0,16.356907894736842,79.45407878009898,DUSP1;SORL1
