Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
neutrophil degranulation (GO:0043312),27/481,2.5350111550301593e-25,1.3375747458883352e-22,0,0,25.175780501819574,1425.8159605856888,FCN1;GRN;DDX3X;ITGB2;SLC2A3;PYGL;PSAP;S100A12;B2M;CAP1;MGAM;HLA-B;HLA-C;CYBB;PPBP;MMP8;OLFM4;LYZ;MMP9;PKM;LCN2;BPI;CEACAM8;YPEL5;S100A9;S100A8;LTF
neutrophil activation involved in immune response (GO:0002283),27/485,3.1612914652665934e-25,1.3375747458883352e-22,0,0,24.950778431744826,1407.5643990690617,FCN1;GRN;DDX3X;ITGB2;SLC2A3;PYGL;PSAP;S100A12;B2M;CAP1;MGAM;HLA-B;HLA-C;CYBB;PPBP;MMP8;OLFM4;LYZ;MMP9;PKM;LCN2;BPI;CEACAM8;YPEL5;S100A9;S100A8;LTF
neutrophil mediated immunity (GO:0002446),27/488,3.7258349467641652e-25,1.3375747458883352e-22,0,0,24.784589267188533,1394.1166980202568,FCN1;GRN;DDX3X;ITGB2;SLC2A3;PYGL;PSAP;S100A12;B2M;CAP1;MGAM;HLA-B;HLA-C;CYBB;PPBP;MMP8;OLFM4;LYZ;MMP9;PKM;LCN2;BPI;CEACAM8;YPEL5;S100A9;S100A8;LTF
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)",5/8,3.128219537744567e-11,8.422731105377245e-9,0,0,488.3333333333333,11811.793002129836,HLA-B;HLA-C;HLA-A;B2M;HLA-E
cytokine-mediated signaling pathway (GO:0019221),17/621,6.544746356937894e-11,1.4097383652844224e-8,0,0,9.71177270577105,227.7388690493479,CSF3R;ITGB2;HLA-B;F13A1;HLA-C;HLA-A;PPBP;MMP9;HIF1A;HLA-E;NFKBIA;HNRNPDL;LCN2;HLA-DRA;LCP1;B2M;MCL1
defense response to bacterium (GO:0042742),10/176,8.293253866483506e-10,1.4886390690337893e-7,0,0,18.895582329317268,395.1143459711646,LCN2;S100A12;DEFA3;BPI;HLA-A;LYZ;S100A9;S100A8;HLA-E;LTF
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484),4/7,5.667792163063058e-9,7.630265199523641e-7,0,0,385.0048309178744,7310.651212664233,HLA-B;HLA-C;HLA-A;HLA-E
"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)",4/7,5.667792163063058e-9,7.630265199523641e-7,0,0,385.0048309178744,7310.651212664233,HLA-B;HLA-C;HLA-A;HLA-E
innate immune response (GO:0045087),11/302,1.2021136512147307e-8,1.4385293359536279e-6,0,0,11.971843476333001,218.32571308509603,FCN1;CD74;DDX3X;LCN2;CYBB;S100A12;DEFA3;BPI;B2M;HLA-E;LTF
platelet degranulation (GO:0002576),8/125,1.7767662364850286e-8,1.836677922292117e-6,0,0,20.838921761998684,371.88901697957004,SRGN;APLP2;PLEK;PSAP;F13A1;FLNA;PPBP;TLN1
regulated exocytosis (GO:0045055),9/180,1.8759013133902774e-8,1.836677922292117e-6,0,0,16.24671052631579,289.05483689572486,SRGN;APLP2;PLEK;PSAP;F13A1;MYH9;FLNA;PPBP;TLN1
positive regulation of inflammatory response (GO:0050729),7/89,3.490273326935258e-8,3.1325203109243944e-6,0,0,25.667960088691796,440.736860098999,NFKBIA;GRN;NFKBIZ;S100A12;MMP8;S100A9;S100A8
regulation of inflammatory response (GO:0050727),9/206,6.014476927734045e-8,4.982762808591973e-6,0,0,14.08391497461929,234.1663723133566,NFKBIA;GRN;NFKBIZ;TNFAIP3;S100A12;MMP8;MMP9;S100A9;S100A8
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),5/33,1.235222540759032e-7,9.502390545696268e-6,0,0,52.25577731092437,831.2245240246335,HLA-B;HLA-C;HLA-A;B2M;HLA-E
antigen processing and presentation of endogenous peptide antigen (GO:0002483),4/14,1.5900236281366371e-7,1.1416369650021054e-5,0,0,115.4608695652174,1807.4644910445975,HLA-DRA;HLA-A;B2M;HLA-E
interferon-gamma-mediated signaling pathway (GO:0060333),6/68,1.7550224161282117e-7,1.1813494638563024e-5,0,0,28.692826191622533,446.3345294199804,HLA-B;HLA-C;HLA-DRA;HLA-A;B2M;HLA-E
positive regulation of T cell mediated immunity (GO:0002711),5/36,1.9454639277076067e-7,1.2325086177300543e-5,0,0,47.191650853889946,729.23347647798,HLA-B;HLA-DRA;HLA-A;B2M;HLA-E
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",6/73,2.690633500826404e-7,1.6098957113277984e-5,0,0,26.544887502784583,401.5795255074512,HLA-B;CYBB;HLA-C;HLA-A;B2M;HLA-E
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),6/78,4.0018753712191446e-7,2.2684314604226413e-5,0,0,24.695273631840795,363.79428845444085,HLA-B;HLA-C;CYBB;HLA-A;B2M;HLA-E
protection from natural killer cell mediated cytotoxicity (GO:0042270),3/6,9.256656572793935e-7,4.984709564449534e-5,0,0,284.62857142857143,3954.274362395039,HLA-B;HLA-A;HLA-E
regulation of intrinsic apoptotic signaling pathway (GO:2001242),5/52,1.2817725831412477e-6,6.5736622478244e-5,0,0,31.101376720901126,421.96066983111683,DDX3X;MMP9;S100A9;S100A8;MCL1
