Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Hsp70 protein binding (GO:0030544),2/31,0.0012646591825652726,0.07968356852971492,0,0,42.9676724137931,286.72124195111644,SPN;DNAJB1
cadherin binding (GO:0045296),4/322,0.0020893699014060945,0.07968356852971492,0,0,8.238155136268343,50.836771729969946,DNAJB1;HSPA5;ESYT2;ENO1
protein tyrosine phosphatase activity (GO:0004725),2/74,0.007018007907339185,0.07968356852971492,0,0,17.26909722222222,85.64221723890843,PTP4A2;DUSP1
choline transmembrane transporter activity (GO:0015220),1/5,0.008471900201487836,0.07968356852971492,0,0,151.22727272727272,721.5053863184621,SLC44A1
serine C-palmitoyltransferase activity (GO:0004758),1/5,0.008471900201487836,0.07968356852971492,0,0,151.22727272727272,721.5053863184621,SPTLC2
C-palmitoyltransferase activity (GO:0016454),1/5,0.008471900201487836,0.07968356852971492,0,0,151.22727272727272,721.5053863184621,SPTLC2
purine nucleotide transmembrane transporter activity (GO:0015216),1/5,0.008471900201487836,0.07968356852971492,0,0,151.22727272727272,721.5053863184621,SLC25A5
purine nucleobase transmembrane transporter activity (GO:0005345),1/6,0.010157908740538318,0.07968356852971492,0,0,120.97575757575757,555.2185648964451,SLC25A5
"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity (GO:0004571)",1/7,0.011841135434323054,0.07968356852971492,0,0,100.8080808080808,447.2023640851642,EDEM1
mannosyl-oligosaccharide mannosidase activity (GO:0015924),1/7,0.011841135434323054,0.07968356852971492,0,0,100.8080808080808,447.2023640851642,EDEM1
ADP transmembrane transporter activity (GO:0015217),1/7,0.011841135434323054,0.07968356852971492,0,0,100.8080808080808,447.2023640851642,SLC25A5
potassium:chloride symporter activity (GO:0015379),1/9,0.01519926045554118,0.07968356852971492,0,0,75.59848484848484,316.4936999007962,SLC12A6
phosphatidylethanolamine binding (GO:0008429),1/9,0.01519926045554118,0.07968356852971492,0,0,75.59848484848484,316.4936999007962,ESYT2
ATP transmembrane transporter activity (GO:0005347),1/10,0.016874167453351394,0.07968356852971492,0,0,67.1952861952862,274.2892350890436,SLC25A5
MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017),1/10,0.016874167453351394,0.07968356852971492,0,0,67.1952861952862,274.2892350890436,DUSP1
protein tyrosine/threonine phosphatase activity (GO:0008330),1/10,0.016874167453351394,0.07968356852971492,0,0,67.1952861952862,274.2892350890436,DUSP1
cation:chloride symporter activity (GO:0015377),1/10,0.016874167453351394,0.07968356852971492,0,0,67.1952861952862,274.2892350890436,SLC12A6
ammonium transmembrane transporter activity (GO:0008519),1/10,0.016874167453351394,0.07968356852971492,0,0,67.1952861952862,274.2892350890436,SLC12A6
hyaluronic acid binding (GO:0005540),1/11,0.018546309917010683,0.08107346374847742,0,0,60.472727272727276,241.13405880391542,CD44
MAP kinase phosphatase activity (GO:0033549),1/12,0.020215692219209058,0.08107346374847742,0,0,54.972451790633606,214.4638136267328,DUSP1
adenine nucleotide transmembrane transporter activity (GO:0000295),1/12,0.020215692219209058,0.08107346374847742,0,0,54.972451790633606,214.4638136267328,SLC25A5
calcium ion binding (GO:0005509),3/348,0.020983720029017685,0.08107346374847742,0,0,5.503786816269285,21.266678372222255,HSPA5;SELL;ESYT2
RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979),1/14,0.023546193825120534,0.08339276979730188,0,0,46.51048951048951,174.35810878919273,FOS
protein kinase C activity (GO:0004697),1/14,0.023546193825120534,0.08339276979730188,0,0,46.51048951048951,174.35810878919273,SMG1
organic cation transmembrane transporter activity (GO:0015101),1/16,0.02686570725940496,0.089274526766726,0,0,40.3050505050505,145.77952373263088,SLC44A1
MHC class I protein binding (GO:0042288),1/17,0.028521354338754766,0.089274526766726,0,0,37.78409090909091,134.401872793062,ATP5F1A
low-density lipoprotein particle binding (GO:0030169),1/17,0.028521354338754766,0.089274526766726,0,0,37.78409090909091,134.401872793062,SORL1
RNA binding (GO:0003723),6/1406,0.02940807940550974,0.089274526766726,0,0,2.841734693877551,10.021337138193164,DDX17;SMG1;ATP5F1A;ENO1;MSI2;SLC25A5
R-SMAD binding (GO:0070412),1/19,0.031824451052594106,0.09016927798234997,0,0,33.582491582491585,115.77632426352072,FOS
anion:anion antiporter activity (GO:0015301),1/19,0.031824451052594106,0.09016927798234997,0,0,33.582491582491585,115.77632426352072,SLC25A5
ATPase activator activity (GO:0001671),1/20,0.033471909401101146,0.09177781609979346,0,0,31.8133971291866,108.07165990908112,DNAJB1
neuropeptide binding (GO:0042923),1/21,0.035116646880288954,0.09327859327576754,0,0,30.221212121212123,101.21325681429822,SORL1
protein tyrosine/serine/threonine phosphatase activity (GO:0008138),1/22,0.03675866784401453,0.09468141717397681,0,0,28.78066378066378,95.0735042734142,DUSP1
carboxy-lyase activity (GO:0016831),1/23,0.038397976622418103,0.09599494155604527,0,0,27.47107438016529,89.54884880069255,AMD1
lipoprotein particle binding (GO:0071813),1/24,0.04003457755707583,0.0972268312100413,0,0,26.27536231884058,84.55442492330164,SORL1
ADP binding (GO:0043531),1/27,0.0449281765490304,0.10237637119782582,0,0,23.24009324009324,72.10680817166444,ATP5F1A
GTPase binding (GO:0051020),2/201,0.04568884929583982,0.10237637119782582,0,0,6.2082286432160805,19.157979032695586,ENO1;SORL1
MHC protein binding (GO:0042287),1/28,0.04655398933456637,0.10237637119782582,0,0,22.378226711560046,68.63721198820747,ATP5F1A
transcription corepressor binding (GO:0001222),1/29,0.048177115857800386,0.10237637119782582,0,0,21.57792207792208,65.4430572478459,ZBTB16
mitogen-activated protein kinase binding (GO:0051019),1/29,0.048177115857800386,0.10237637119782582,0,0,21.57792207792208,65.4430572478459,DUSP1
potassium ion transmembrane transporter activity (GO:0015079),1/32,0.05303042084188405,0.10994111637951572,0,0,19.486803519061585,57.23058965591193,SLC12A6
telomeric DNA binding (GO:0042162),1/33,0.05464284526670249,0.11058671065880266,0,0,18.876893939393938,54.873941288604264,SMG1
metal ion binding (GO:0046872),3/517,0.056899282042785784,0.11247532496829747,0,0,3.662357223547132,10.498046470858222,HSPA5;SELL;ESYT2
core promoter sequence-specific DNA binding (GO:0001046),1/37,0.061065937308456206,0.11796828798224494,0,0,16.776094276094277,46.90262214500739,FOS
ATPase regulator activity (GO:0060590),1/38,0.06266508019344691,0.11836737369873304,0,0,16.321867321867323,45.21077142395581,DNAJB1
peptidase inhibitor activity (GO:0030414),1/40,0.06585543955628825,0.12168939918009786,0,0,15.483294483294483,42.119101454344644,SERPINB1
"DNA-binding transcription repressor activity, RNA polymerase II-specific (GO:0001227)",2/256,0.07005766138990316,0.12670002591790996,0,0,4.850393700787402,12.894464341688431,ZBTB16;ENO1
cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538),1/44,0.0722045709465874,0.1278622610512485,0,0,14.04016913319239,36.90110155975086,CCND2
ubiquitin protein ligase binding (GO:0031625),2/265,0.07438128780041212,0.1290287645517353,0,0,4.682271863117871,12.167121655487243,HSPA5;SLC25A5
ATP binding (GO:0005524),2/278,0.08077536397121997,0.13345787401568343,0,0,4.458786231884058,11.21867740372824,ATP5F1A;HSPA5
calcium-dependent phospholipid binding (GO:0005544),1/50,0.0816498044624026,0.13345787401568343,0,0,12.317254174397032,30.85861216573232,ESYT2
ubiquitin-like protein ligase binding (GO:0044389),2/282,0.08277678912676287,0.13345787401568343,0,0,4.394196428571429,10.948613135787992,HSPA5;SLC25A5
inorganic cation transmembrane transporter activity (GO:0022890),1/51,0.08321490968036731,0.13345787401568343,0,0,12.07030303030303,30.010741376905646,SLC12A6
transcription coregulator binding (GO:0001221),1/53,0.08633735729569093,0.13590139574321722,0,0,11.604895104895105,28.42610813491069,ZBTB16
hydro-lyase activity (GO:0016836),1/55,0.08944948211911666,0.13824010872954393,0,0,11.173961840628508,26.974851864411704,ENO1
adenyl ribonucleotide binding (GO:0032559),2/306,0.0951008246428895,0.1443494659758144,0,0,4.042351973684211,9.510917023272965,ATP5F1A;HSPA5
serine-type endopeptidase inhibitor activity (GO:0004867),1/60,0.09718484886207923,0.14492477461889008,0,0,10.224447868515664,23.834624062165258,SERPINB1
protein serine/threonine phosphatase activity (GO:0004722),1/62,0.10026110381701644,0.14693437628355857,0,0,9.88822652757079,22.742698109668584,DUSP1
ATPase binding (GO:0051117),1/73,0.11699950591866148,0.16659193127933175,0,0,8.372895622895623,17.964764003409375,DNAJB1
sequence-specific DNA binding (GO:0043565),3/707,0.11759430443246947,0.16659193127933175,0,0,2.647818914956012,5.667695247878846,SMG1;BCL11B;FOS
