Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
E2F Targets,13/200,1.0810967279852376e-10,4.0000578935453795e-9,0,0,13.695187165775401,314.2754420203176,TOP2A;H2AZ1;CBX5;MCM7;PRKDC;TUBB;HMGB2;DEK;MKI67;TRA2B;STMN1;USP1;TMPO
G2-M Checkpoint,12/200,1.4680252028408266e-9,2.715846625255529e-8,0,0,12.449336423004002,253.2113826242112,TOP2A;H2AZ1;H2AZ2;CENPF;TRA2B;STMN1;NSD2;HNRNPU;MKI67;HMGN2;SRSF10;TMPO
Myc Targets V1,9/200,2.033765623463589e-6,2.508310935605093e-5,0,0,8.92388240032219,116.9530250165285,H2AZ1;MCM7;TRA2B;USP1;HNRNPU;SRSF3;DEK;HNRNPA1;PPIA
Apoptosis,7/161,3.632435973917975e-5,3.360003275874127e-4,0,0,8.461835334476843,86.50552856949331,TOP2A;JUN;BTG2;LEF1;HMGB2;PMAIP1;CD38
IL-6/JAK/STAT3 Signaling,3/87,0.013200567548034394,0.09041460207108173,0,0,6.429545454545455,27.82382872744502,JUN;CD38;DNTT
Mitotic Spindle,4/199,0.026454136111867067,0.09041460207108173,0,0,3.705857445306987,13.46094445424641,TOP2A;DYNC1H1;CENPF;SPTBN1
IL-2/STAT5 Signaling,4/199,0.026454136111867067,0.09041460207108173,0,0,3.705857445306987,13.46094445424641,SOCS2;CCND3;AHNAK;HUWE1
Glycolysis,4/200,0.02688001683194322,0.09041460207108173,0,0,3.686762778505898,13.332706188429968,UGP2;STMN1;CXCR4;PPIA
p53 Pathway,4/200,0.02688001683194322,0.09041460207108173,0,0,3.686762778505898,13.332706188429968,CCND3;JUN;BTG2;H1-2
heme Metabolism,4/200,0.02688001683194322,0.09041460207108173,0,0,3.686762778505898,13.332706188429968,CCND3;BTG2;TFDP2;H4C3
KRAS Signaling Up,4/200,0.02688001683194322,0.09041460207108173,0,0,3.686762778505898,13.332706188429968,H2BC3;CXCR4;ETV5;DUSP6
UV Response Up,3/158,0.060428187583617336,0.1863202450494868,0,0,3.471906158357771,9.743208867101561,CCND3;BTG2;HNRNPU
Hypoxia,3/200,0.1042776844975899,0.22695731331828387,0,0,2.7258883248730963,6.162409997576357,JUN;UGP2;CXCR4
Estrogen Response Early,3/200,0.1042776844975899,0.22695731331828387,0,0,2.7258883248730963,6.162409997576357,MYB;PMAIP1;GAB2
Complement,3/200,0.1042776844975899,0.22695731331828387,0,0,2.7258883248730963,6.162409997576357,DPP4;ERAP2;DUSP6
mTORC1 Signaling,3/200,0.1042776844975899,0.22695731331828387,0,0,2.7258883248730963,6.162409997576357,BTG2;CXCR4;PPIA
Epithelial Mesenchymal Transition,3/200,0.1042776844975899,0.22695731331828387,0,0,2.7258883248730963,6.162409997576357,JUN;TPM4;MCM7
PI3K/AKT/mTOR  Signaling,2/105,0.11894607294499668,0.24450026105360426,0,0,3.4608589171695967,7.368463005318389,CAMK4;CXCR4
Coagulation,2/138,0.18342229609148905,0.3416291385695273,0,0,2.616719660837308,4.437862750326934,DPP4;DUSP6
Angiogenesis,1/36,0.1846643992267715,0.3416291385695273,0,0,5.064285714285714,8.554668200781553,FGFR1
Pancreas Beta Cells,1/40,0.20296941061883486,0.35649259812591577,0,0,4.543956043956044,7.2462466937609475,DPP4
Wnt-beta Catenin Signaling,1/42,0.21196857185865262,0.35649259812591577,0,0,4.3218641114982574,6.704582396941519,LEF1
TGF-beta Signaling,1/54,0.2638871142135861,0.4245140533001168,0,0,3.341307277628032,4.451402708485304,SPTBN1
TNF-alpha Signaling via NF-kB,2/200,0.3122988478346994,0.4444252834570723,0,0,1.7917007917007917,2.0851718925161022,JUN;BTG2
Estrogen Response Late,2/200,0.3122988478346994,0.4444252834570723,0,0,1.7917007917007917,2.0851718925161022,TOP2A;MYB
Allograft Rejection,2/200,0.3122988478346994,0.4444252834570723,0,0,1.7917007917007917,2.0851718925161022,CCND3;EIF3A
Cholesterol Homeostasis,1/74,0.34298867484108103,0.4700215173748148,0,0,2.4234344422700587,2.593215049680486,ACTG1
Androgen Response,1/100,0.43334921883721866,0.5691768630207371,0,0,1.7846320346320346,1.4923295915180979,CCND3
Pperoxisome,1/104,0.4461115953405777,0.5691768630207371,0,0,1.7149791955617197,1.384307444749809,TOP2A
Unfolded Protein Response,1/113,0.4737946736426861,0.584346764159313,0,0,1.5764508928571428,1.1775792255697197,CNOT6
Spermatogenesis,1/135,0.535824562244275,0.6395325420334895,0,0,1.316164712153518,0.8212189725444864,CAMK4
Fatty Acid Metabolism,1/158,0.5929307250110626,0.6798268039735822,0,0,1.1220427661510464,0.5864667413321993,H2AZ1
Adipogenesis,1/200,0.6798268039735822,0.6798268039735822,0,0,0.8833452979181622,0.34089815574752025,UBC
Interferon Gamma Response,1/200,0.6798268039735822,0.6798268039735822,0,0,0.8833452979181622,0.34089815574752025,CD38
Apical Junction,1/200,0.6798268039735822,0.6798268039735822,0,0,0.8833452979181622,0.34089815574752025,ACTG1
Inflammatory Response,1/200,0.6798268039735822,0.6798268039735822,0,0,0.8833452979181622,0.34089815574752025,BTG2
KRAS Signaling Dn,1/200,0.6798268039735822,0.6798268039735822,0,0,0.8833452979181622,0.34089815574752025,BTG2
