Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
RNA binding (GO:0003723),28/1406,9.509118515617699e-8,2.0444604808578053e-5,0,0,3.647808136175969,58.979328905276915,DDX5;HSP90AB1;TFRC;YBX3;GSPT1;HSPD1;G3BP1;MBNL3;TNS1;RBM38;HSPA8;HSP90AA1;NPM1;MSN;NAP1L1;EIF1;RPS26;HNRNPK;NCL;CAPRIN1;MKRN1;CANX;HNRNPA2B1;SERBP1;HDGF;VIM;EIF4G2;CPEB4
ubiquitin protein ligase binding (GO:0031625),11/265,1.4013002596882524e-6,1.5063977791648713e-4,0,0,7.078904199475065,95.41024944778303,GABARAPL2;HSPA8;HSP90AA1;HSP90AB1;UBB;BAG1;TXNIP;YOD1;FBXO7;UBA52;HSPD1
ubiquitin-like protein ligase binding (GO:0044389),11/282,2.5608150732816622e-6,1.8352508025185247e-4,0,0,6.629089790897909,85.35075718849002,GABARAPL2;HSPA8;HSP90AA1;HSP90AB1;UBB;BAG1;TXNIP;YOD1;FBXO7;UBA52;HSPD1
mRNA binding (GO:0003729),10/263,9.311754183963456e-6,5.005067873880358e-4,0,0,6.407735275863195,74.2286988550228,RPS26;DDX5;HNRNPK;NCL;G3BP1;HNRNPA2B1;SERBP1;YBX3;EIF4G2;CPEB4
disordered domain specific binding (GO:0097718),4/23,1.4132497400385783e-5,6.076973882165887e-4,0,0,32.90509738914215,367.4523292200655,HSP90AA1;HSP90AB1;FKBP8;GAPDH
double-stranded RNA binding (GO:0003725),5/73,1.1739305242230783e-4,0.004206584378466031,0,0,11.555205415499533,104.5744106190302,HSP90AB1;TFRC;MSN;VIM;HSPD1
ribosomal small subunit binding (GO:0043024),3/17,1.7460923476053026e-4,0.004692623184189251,0,0,33.23939732142857,287.6191762775354,NPM1;PIM1;EIF1
MHC class II protein complex binding (GO:0023026),3/17,1.7460923476053026e-4,0.004692623184189251,0,0,33.23939732142857,287.6191762775354,HSPA8;HSP90AA1;HSP90AB1
mRNA 3'-UTR binding (GO:0003730),5/85,2.4079775586813255e-4,0.005752390834627611,0,0,9.815972222222221,81.7822944263564,DDX5;HNRNPA2B1;SERBP1;YBX3;CPEB4
TPR domain binding (GO:0030911),2/5,4.2029234600381274e-4,0.008432414670554389,0,0,102.66666666666667,798.1881627629406,HSP90AA1;HSP90AB1
