Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
negative regulation of apoptotic process (GO:0043066),17/485,1.9307401034243822e-8,2.060440913926164e-5,0,0,6.181905083220872,109.80780353809142,BNIP3L;NPM1;SET;TFRC;HSPD1;PRDX2;HNRNPK;UBB;MYC;BAG1;CAT;PIM1;UBA52;PTMA;BCL2L1;CPEB4;SNCA
negative regulation of programmed cell death (GO:0043069),15/381,3.084492386117012e-8,2.060440913926164e-5,0,0,6.890545505935557,119.1671173381832,BNIP3L;NPM1;TFRC;HSPD1;PRDX2;HNRNPK;UBB;MYC;BAG1;CAT;PIM1;UBA52;PTMA;BCL2L1;SNCA
regulation of apoptotic process (GO:0042981),19/742,3.732223974615912e-7,1.6620837433622862e-4,0,0,4.4923681090693535,66.49195078325097,BNIP3L;HSP90AA1;NPM1;ARHGEF12;TFRC;FOXO3;HSPD1;PRDX2;HNRNPK;UBB;MYC;BAG1;CAT;TP53INP1;PIM1;UBA52;PTMA;BCL2L1;SNCA
response to unfolded protein (GO:0006986),6/49,7.811326203449899e-7,2.6089829519522663e-4,0,0,22.131348837209302,311.2225554166756,HSPA8;HSP90AA1;HSP90AB1;STT3B;OPTN;HSPD1
regulation of translation (GO:0006417),9/178,2.6661100966495785e-6,7.123846178247673e-4,0,0,8.599282180618877,110.37084121541159,NPM1;NCL;CAPRIN1;VIM;FOXO3;GAPDH;GSPT1;EIF4G2;EIF1
regulation of mRNA stability (GO:0043488),8/146,5.399539973467245e-6,0.0012022975674253731,0,0,9.299399080947332,112.79424155708121,HSPA8;NPM1;SET;UBB;SERBP1;VIM;UBA52;TENT5C
hydrogen peroxide catabolic process (GO:0042744),4/21,9.649478504555002e-6,0.0018416718974407832,0,0,36.77999073645206,424.7576468951557,PRDX2;CAT;HBA1;HBD
cellular response to cytokine stimulus (GO:0071345),13/482,1.7237334447560925e-5,0.0028786348527426744,0,0,4.557117559900257,49.984438260188504,HSPA8;HSP90AA1;DOCK8;FOXO3;YBX3;UBB;WNK1;MYC;PIM1;VIM;UBA52;GAPDH;BCL2L1
hydrogen peroxide metabolic process (GO:0042743),4/29,3.676990337708452e-5,0.005458287879087214,0,0,25.00031496062992,255.27398827021548,PRDX2;CAT;HBD;HBA1
gas transport (GO:0015669),3/12,5.786206237200637e-5,0.007039947117199915,0,0,51.71875,504.6430455506087,CA2;MYC;HBA1
cytokine-mediated signaling pathway (GO:0019221),14/621,5.7963636444011276e-5,0.007039947117199915,0,0,3.7971247131049437,37.04358944609144,HSPA8;HSP90AA1;MSN;ADIPOR1;FOXO3;CA1;UBB;MYC;CANX;HNRNPA2B1;PIM1;VIM;UBA52;BCL2L1
