Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
RAGE receptor binding (GO:0050786),3/9,9.471796844092264e-7,1.0987284339147026e-4,0,0,231.95348837209303,3217.143162985937,S100A12;S100A9;S100A8
icosatetraenoic acid binding (GO:0050543),2/6,7.71711962436819e-5,0.002983952921422367,0,0,226.70454545454547,2146.775128526375,S100A9;S100A8
arachidonic acid binding (GO:0050544),2/6,7.71711962436819e-5,0.002983952921422367,0,0,226.70454545454547,2146.775128526375,S100A9;S100A8
icosanoid binding (GO:0050542),2/7,1.0788160995092133e-4,0.003128566688576719,0,0,181.35454545454544,1656.5787676585333,S100A9;S100A8
calcium ion binding (GO:0005509),6/348,1.3841931056229228e-4,0.0032113280050451807,0,0,8.601754385964913,76.42850588755554,SELL;S100A12;LCP1;TKT;S100A9;S100A8
Toll-like receptor binding (GO:0035325),2/11,2.808966966300349e-4,0.005430669468180675,0,0,100.73232323232324,823.7409488906677,S100A9;S100A8
transition metal ion binding (GO:0046914),6/445,5.170995583774007e-4,0.008396984593906271,0,0,6.667995444191344,50.45855610911653,S100A12;SAMHD1;MMP8;S100A9;S100A8;LTF
protein homodimerization activity (GO:0042803),7/636,5.791023857866394e-4,0.008396984593906271,0,0,5.5144511026863965,41.104890922798816,PSAP;FLNA;DEFA3;TKT;B2M;SYNE1;MCL1
zinc ion binding (GO:0008270),5/336,0.0010121362644162758,0.013045311852476444,0,0,7.229754623830226,49.85416161709789,S100A12;SAMHD1;MMP8;S100A9;S100A8
metal ion binding (GO:0046872),6/517,0.0011288863881313473,0.013095082102323628,0,0,5.7073385518591,38.73298794322561,SELL;S100A12;LCP1;TKT;S100A9;S100A8
core promoter sequence-specific DNA binding (GO:0001046),2/37,0.003274481929708914,0.03453090034965764,0,0,25.868831168831168,148.01099089823927,FOS;NR3C1
nuclear receptor coactivator activity (GO:0030374),2/53,0.006618861584156887,0.0639823286468499,0,0,17.73885918003565,89.01061328510207,USP22;ETS1
actin binding (GO:0003779),3/177,0.007826112926967953,0.06639984972738015,0,0,7.931034482758621,38.4678118925364,CAP1;LCP1;SYNE1
protein heterodimerization activity (GO:0046982),3/188,0.00922411691169412,0.06639984972738015,0,0,7.455311125078567,34.9350945498221,CYBB;CEACAM8;MCL1
GTPase binding (GO:0051020),3/201,0.01105367684720382,0.06639984972738015,0,0,6.961240310077519,31.360333020864847,FLNA;LCP1;SORL1
complement component C3b binding (GO:0001851),1/5,0.011448249952996578,0.06639984972738015,0,0,110.83333333333333,495.41595635428416,ITGB2
cytoskeleton-nuclear membrane anchor activity (GO:0140444),1/5,0.011448249952996578,0.06639984972738015,0,0,110.83333333333333,495.41595635428416,SYNE1
double-stranded RNA adenosine deaminase activity (GO:0003726),1/5,0.011448249952996578,0.06639984972738015,0,0,110.83333333333333,495.41595635428416,ADAR
LIM domain binding (GO:0030274),1/5,0.011448249952996578,0.06639984972738015,0,0,110.83333333333333,495.41595635428416,TLN1
ganglioside binding (GO:0035594),1/5,0.011448249952996578,0.06639984972738015,0,0,110.83333333333333,495.41595635428416,PSAP
