Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
Myc Targets V1,18/200,2.599036737189863e-13,9.616435927602493e-12,0,0,12.06409118831479,349.5988480966426,NPM1;HSP90AB1;RPL34;RPS5;RPS6;RPLP0;RPL6;HSPD1;EEF1B2;TRA2B;HNRNPA2B1;PGK1;RACK1;RPS3;RPL14;SRSF3;RPS2;EIF4G2
Mitotic Spindle,9/199,7.88913973794048e-5,0.0014594908515189887,0,0,5.469938080495356,51.67690289227561,CDC42;PREX1;AKAP13;DYNC1H1;CENPF;GSN;NUMA1;MYH9;WASF2
TNF-alpha Signaling via NF-kB,7/200,0.0021996733243335393,0.027129304333446985,0,0,4.138932401494156,25.327975061079474,PTPRE;NR4A1;KLF9;PDE4B;TNFAIP3;IL7R;CD44
G2-M Checkpoint,6/200,0.009356273794407276,0.05769702173217821,0,0,3.5087897026398904,16.392041508856156,HSPA8;SLC38A1;CENPF;NUMA1;TRA2B;MKI67
Interferon Gamma Response,6/200,0.009356273794407276,0.05769702173217821,0,0,3.5087897026398904,16.392041508856156,RNF213;IRF4;HLA-B;PDE4B;ARID5B;TNFAIP3
Allograft Rejection,6/200,0.009356273794407276,0.05769702173217821,0,0,3.5087897026398904,16.392041508856156,NPM1;RPS19;IRF4;RPS3A;RPL9;RPL39
Unfolded Protein Response,4/113,0.018786427301205857,0.09929968716351667,0,0,4.133577981651376,16.429404288279603,RPS14;NPM1;EEF2;YWHAZ
Myc Targets V2,2/58,0.09515731427231448,0.3894522863010154,0,0,3.988095238095238,9.380892604426993,NPM1;HSPD1
IL-2/STAT5 Signaling,4/199,0.10383612752036132,0.3894522863010154,0,0,2.3004835164835167,5.2104601712577905,IRF4;HUWE1;PLIN2;CD44
Hypoxia,4/200,0.1052573746759501,0.3894522863010154,0,0,2.2886297376093294,5.152499100422719,PGK1;TNFAIP3;MYH9;PLIN2
Estrogen Response Early,3/200,0.26614805541422976,0.6398744868812876,0,0,1.6979695431472082,2.247606572898238,SH3BP5;AFF1;CD44
E2F Targets,3/200,0.26614805541422976,0.6398744868812876,0,0,1.6979695431472082,2.247606572898238,PRKDC;TRA2B;MKI67
Inflammatory Response,3/200,0.26614805541422976,0.6398744868812876,0,0,1.6979695431472082,2.247606572898238,PTPRE;PDE4B;IL7R
p53 Pathway,3/200,0.26614805541422976,0.6398744868812876,0,0,1.6979695431472082,2.247606572898238,PTPRE;RACK1;RPS12
KRAS Signaling Up,3/200,0.26614805541422976,0.6398744868812876,0,0,1.6979695431472082,2.247606572898238,PECAM1;TNFAIP3;IL7R
Hedgehog Signaling,1/36,0.27670248081352977,0.6398744868812876,0,0,3.1759229534510434,4.080465276244197,MYH9
Coagulation,2/138,0.3506797779546648,0.670137221464639,0,0,1.635510136257893,1.7138212816986,GSN;PECAM1
Reactive Oxygen Species Pathway,1/49,0.35664287649387955,0.670137221464639,0,0,2.314255617977528,2.386044622976128,PDLIM1
Fatty Acid Metabolism,2/158,0.4142188432436298,0.670137221464639,0,0,1.424380704041721,1.255393370876225,HSP90AA1;XIST
Apoptosis,2/161,0.423493361639173,0.670137221464639,0,0,1.397292399530967,1.2005779984689346,GSN;CD44
Cholesterol Homeostasis,1/74,0.48649879492275916,0.670137221464639,0,0,1.5197783592427274,1.0950320018904065,TP53INP1
Adipogenesis,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,BAZ2A;PLIN2
Estrogen Response Late,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,AFF1;CD44
Myogenesis,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,GSN;MYH9
Apical Junction,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,PECAM1;MYH9
Complement,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,TNFAIP3;CALM1
mTORC1 Signaling,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,PGK1;HSPD1
Epithelial Mesenchymal Transition,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,TNFAIP3;CD44
Glycolysis,2/200,0.5364203690006744,0.670137221464639,0,0,1.1198424927238486,0.6974795119554346,PGK1;CD44
IL-6/JAK/STAT3 Signaling,1/87,0.5433545038902479,0.670137221464639,0,0,1.289195192056441,0.7864004429456913,CD44
Protein Secretion,1/96,0.5790039459663157,0.6860524601839556,0,0,1.1665286812536961,0.6374449157654924,GNAS
Androgen Response,1/100,0.5939462924164232,0.6860524601839556,0,0,1.1191692202928158,0.5830495378794144,ARID5B
PI3K/AKT/mTOR  Signaling,1/105,0.6118846266505551,0.6860524601839556,0,0,1.0650929127052722,0.5231859222100053,GRK2
DNA Repair,1/150,0.7416942376260062,0.8031685379876217,0,0,0.7417238518965388,0.22164058588588423,PDE4B
UV Response Up,1/158,0.7597540224207232,0.8031685379876217,0,0,0.7036427395691691,0.1933332680969042,NR4A1
Oxidative Phosphorylation,1/200,0.8358701042759268,0.8358701042759268,0,0,0.5539495228953758,0.0993132091800345,SLC25A5
KRAS Signaling Dn,1/200,0.8358701042759268,0.8358701042759268,0,0,0.5539495228953758,0.0993132091800345,STAG3
