Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
RNA binding (GO:0003723),38/1406,9.223176647004131e-17,1.678618149754752e-14,0,0,6.858888888888889,253.24545296195575,TOP2A;MACF1;AHNAK;PRKDC;HMGB2;HNRNPU;NUCKS1;HMGB1;MKI67;PRPF8;TUBA1B;TRA2B;UBC;HMGN2;HNRNPA1;SRSF10;SPTBN1;DYNC1H1;RBM39;MBNL1;JUN;RPL21;NONO;HUWE1;DEK;H1-3;H1-2;H1-5;H1-4;RPS27;SON;HNRNPH1;CSDE1;SRSF3;L1TD1;SNRNP200;PPIA;EIF3A
DNA binding (GO:0003677),29/811,7.837198873297583e-16,7.1318509747008e-14,0,0,8.434493362562415,293.372596726807,TOP2A;MCM7;PRKDC;LEF1;HMGB2;HNRNPU;NUCKS1;HMGB1;MACROH2A1;H2AC11;H2BC21;HNRNPA1;RAG1;H2AZ1;H2AZ2;JUN;H2AC6;H2BC5;H2BC3;HUWE1;H1-3;ETV5;H2BC18;H1-2;H1-5;H1-4;RPS27;H2BC15;H2BC11
nucleosomal DNA binding (GO:0031492),6/33,2.78253505148026e-8,1.688071264564691e-6,0,0,41.246105919003114,717.5716350715318,H2AZ1;H1-5;H1-4;MACROH2A1;H1-3;H1-2
"DNA binding, bending (GO:0008301)",4/16,1.6683915353655386e-6,7.5911814859132e-5,0,0,60.77981651376147,808.5934392791953,TOP2A;LEF1;HMGB2;HMGB1
double-stranded DNA binding (GO:0003690),14/651,1.8332011548151744e-5,5.349129472324493e-4,0,0,4.273504273504273,46.61052034774613,JUN;PRKDC;LEF1;HMGB2;HNRNPU;NUCKS1;HMGB1;MACROH2A1;H1-3;ETV5;H1-2;H1-5;H1-4;SOX4
single-stranded DNA binding (GO:0003697),6/97,1.85167937758208e-5,5.349129472324493e-4,0,0,12.198418404025881,132.92412169871335,MCM7;HMGB2;HNRNPU;NUCKS1;HMGB1;HNRNPA1
pre-mRNA binding (GO:0036002),4/29,2.0573574893555742e-5,5.349129472324493e-4,0,0,29.155229357798166,314.62874734813977,TRA2B;HNRNPU;HNRNPA1;PRPF8
transcription regulatory region nucleic acid binding (GO:0001067),7/212,2.0343095116597126e-4,0.004628054139025846,0,0,6.3402669121030835,53.8934348355478,JUN;NONO;HMGB2;HMGB1;MACROH2A1;SOX4;ETV5
supercoiled DNA binding (GO:0097100),2/6,4.6762864437566994e-4,0.009456490364041325,0,0,89.56306306306307,686.7548856696586,HMGB2;HMGB1
RAGE receptor binding (GO:0050786),2/9,0.0011099288021481147,0.020200704199095688,0,0,51.171171171171174,348.14098591899386,HMGB2;HMGB1
single-stranded RNA binding (GO:0003727),3/45,0.0020966802996121607,0.03469052859358303,0,0,12.886363636363637,79.47535902337525,HNRNPU;L1TD1;HNRNPA1
RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979),2/14,0.0027543382287582405,0.041774129802833314,0,0,29.84234234234234,175.90801680556538,H2AZ1;MACROH2A1
actin binding (GO:0003779),5/177,0.003335682660198899,0.04630884952857347,0,0,5.306578380706288,30.263830019492527,MACF1;HNRNPU;CXCR4;TMSB10;SYNE2
transcription cis-regulatory region binding (GO:0000976),9/549,0.003958498660069707,0.04630884952857347,0,0,3.1004807692307694,17.151519963443853,JUN;TFDP2;NONO;LEF1;HMGB2;HMGB1;MACROH2A1;SOX4;ETV5
ubiquitin protein ligase binding (GO:0031625),6/265,0.00396593759633497,0.04630884952857347,0,0,4.249557969184138,23.500110744443194,JUN;TUBA1B;TUBB;UBC;CXCR4;ACTG1
four-way junction DNA binding (GO:0000400),2/17,0.004071107650863602,0.04630884952857347,0,0,23.87027027027027,131.3781522978749,HMGB2;HMGB1
ubiquitin-like protein ligase binding (GO:0044389),6/282,0.005352191954728425,0.05729993739768078,0,0,3.9843559528646892,20.83917409996874,JUN;TUBA1B;TUBB;UBC;CXCR4;ACTG1
sequence-specific double-stranded DNA binding (GO:1990837),10/712,0.0070896019586080316,0.07168375313703676,0,0,2.653306779520372,13.131549784092677,JUN;MCM7;NONO;LEF1;HMGB2;HNRNPU;HMGB1;MACROH2A1;SOX4;ETV5
double-stranded RNA binding (GO:0003725),3/73,0.008198366435383448,0.07853172059156777,0,0,7.720909090909091,37.08986028672697,TUBA1B;MBNL1;HNRNPU
poly-pyrimidine tract binding (GO:0008187),2/25,0.008720050690488033,0.0793524612834411,0,0,15.561300430865648,73.79371315940043,HNRNPH1;HNRNPU
"DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)",6/333,0.011629817708511956,0.10079175347377028,0,0,3.3541970333533397,14.940207360407962,JUN;TFDP2;MYB;LEF1;SOX4;ETV5
