Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
chromatin assembly (GO:0031497),12/73,8.009744535054569e-15,8.474309718087733e-12,0,0,38.61580912189579,1253.3964709015,H1-5;H1-4;H2BC15;H2BC5;H2BC21;H2BC3;H2BC11;HMGB2;MACROH2A1;H2BC18;H1-3;H1-2
nucleosome organization (GO:0034728),12/94,1.8858217972614794e-13,9.975997307513226e-11,0,0,28.695967157691378,840.7701009933106,H1-5;H1-4;H2BC15;H2BC5;H2BC21;H2BC3;H2BC11;HMGB2;MACROH2A1;H2BC18;H1-3;H1-2
nucleosome assembly (GO:0006334),8/58,1.2241391962916902e-9,4.3171308989220275e-7,0,0,30.227809523809523,620.305723708228,H2BC15;H2BC5;H2BC21;H2BC3;H2BC11;HMGB2;MACROH2A1;H2BC18
protein-DNA complex assembly (GO:0065004),10/143,8.431159003301733e-9,2.2300415563733084e-6,0,0,14.420030659172202,268.08757150561024,H2BC15;MCM7;H2BC5;H2BC21;H2BC3;UBC;H2BC11;HMGB2;MACROH2A1;H2BC18
regulation of RNA splicing (GO:0043484),8/76,1.1070594073986814e-8,2.3425377060556096e-6,0,0,22.206162464985994,406.7941000994136,RBM39;MBNL1;SON;AHNAK;HNRNPH1;TRA2B;SRSF3;SRSF10
"regulation of mRNA splicing, via spliceosome (GO:0048024)",8/90,4.262889269164297e-8,7.516894744626377e-6,0,0,18.401858304297328,312.2930346843218,RBM39;MBNL1;SON;TRA2B;HNRNPU;SRSF3;HNRNPA1;SRSF10
V(D)J recombination (GO:0033151),4/11,3.09178201581561e-7,4.673007675332736e-5,0,0,104.22018348623853,1562.1926012055949,PRKDC;HMGB2;HMGB1;RAG1
negative regulation of chromatin organization (GO:1905268),4/13,6.640694321931913e-7,7.025854592603964e-5,0,0,81.0519877675841,1152.9547289467682,H1-5;H1-4;H1-3;H1-2
negative regulation of chromatin silencing (GO:0031936),4/13,6.640694321931913e-7,7.025854592603964e-5,0,0,81.0519877675841,1152.9547289467682,H1-5;H1-4;H1-3;H1-2
negative regulation of gene silencing (GO:0060969),4/13,6.640694321931913e-7,7.025854592603964e-5,0,0,81.0519877675841,1152.9547289467682,H1-5;H1-4;H1-3;H1-2
"positive regulation of gene expression, epigenetic (GO:0045815)",6/57,8.166514953068104e-7,7.854702563950959e-5,0,0,21.809785596481582,305.7307391214594,H1-5;H1-4;DEK;MACROH2A1;H1-3;H1-2
nucleosome positioning (GO:0016584),4/15,1.2567611885333872e-6,1.1080444478902699e-4,0,0,66.30859049207673,900.933004259897,H1-5;H1-4;H1-3;H1-2
regulation of chromatin silencing (GO:0031935),4/16,1.6683915353655386e-6,1.357814034166723e-4,0,0,60.77981651376147,808.5934392791953,H1-5;H1-4;H1-3;H1-2
chromosome condensation (GO:0030261),5/45,5.373112761463524e-6,4.06053807259172e-4,0,0,22.971064814814813,278.7332701523095,TOP2A;H1-5;H1-4;H1-3;H1-2
