Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes
RAGE receptor binding (GO:0050786),3/9,3.857340151791266e-6,6.056024038312288e-4,0,0,142.29285714285714,1773.7562625323076,S100A12;S100A9;S100A8
MHC class II protein complex binding (GO:0023026),3/17,3.0577748716090986e-5,0.0024003532742131422,0,0,60.95816326530612,633.674613945843,CD74;PKM;HLA-DRA
protein homodimerization activity (GO:0042803),10/636,1.0068012980613892e-4,0.005268926793187937,0,0,4.894010852477306,45.04233279103702,SFPQ;PLEK;PSAP;MYH9;FLNA;DEFA3;TKT;B2M;SYNE1;MCL1
icosatetraenoic acid binding (GO:0050543),2/6,1.952441783803584e-4,0.006130667201143253,0,0,140.30281690140845,1198.3627797911195,S100A9;S100A8
arachidonic acid binding (GO:0050544),2/6,1.952441783803584e-4,0.006130667201143253,0,0,140.30281690140845,1198.3627797911195,S100A9;S100A8
icosanoid binding (GO:0050542),2/7,2.726962614621149e-4,0.00713555217492534,0,0,112.23661971830985,921.142995474641,S100A9;S100A8
L-glutamine transmembrane transporter activity (GO:0015186),2/8,3.6273631743584525e-4,0.008135657405346814,0,0,93.52582159624413,740.8960694909396,SLC38A1;SLC38A2
amino acid:sodium symporter activity (GO:0005283),2/11,7.074828428562862e-4,0.012341645147604103,0,0,62.341158059467915,452.21011647488814,SLC38A1;SLC38A2
Toll-like receptor binding (GO:0035325),2/11,7.074828428562862e-4,0.012341645147604103,0,0,62.341158059467915,452.21011647488814,S100A9;S100A8
cadherin binding (GO:0045296),6/322,0.0011442283754702289,0.016911674392874446,0,0,5.557623276024938,37.641920149972165,DDX3X;PKM;MYH9;FLNA;OLFM4;TLN1
transition metal ion binding (GO:0046914),7/445,0.001184894384214133,0.016911674392874446,0,0,4.719212674692127,31.79853464214659,LCN2;S100A12;MMP8;MMP9;S100A9;S100A8;LTF
hexose transmembrane transporter activity (GO:0015149),2/15,0.0013379471101985043,0.017504808025097098,0,0,43.15059588299025,285.51104598113415,SLC2A3;PPBP
glucose transmembrane transporter activity (GO:0005355),2/21,0.002638278864357178,0.03186229090031361,0,0,29.515196441808747,175.25027215896412,SLC2A3;PPBP
poly(A) binding (GO:0008143),2/22,0.0028952732366765354,0.03246842129701543,0,0,28.038028169014083,163.87318444267802,DDX3X;HNRNPDL
amyloid-beta binding (GO:0001540),3/80,0.003133977417490171,0.03280229696973046,0,0,11.048237476808906,63.69808662155511,CD74;ITGB2;ITM2B
actin binding (GO:0003779),4/177,0.0040141458450732685,0.039388806104781446,0,0,6.619418614392226,36.52549315652849,CAP1;MYH9;LCP1;SYNE1
poly-purine tract binding (GO:0070717),2/28,0.004671236517216912,0.04074356295572529,0,0,21.56121343445287,115.70461804458127,DDX3X;HNRNPDL
MHC protein binding (GO:0042287),2/28,0.004671236517216912,0.04074356295572529,0,0,21.56121343445287,115.70461804458127,CD74;HLA-E
protein heterodimerization activity (GO:0046982),4/188,0.00496811036896797,0.04105228041726165,0,0,6.220226843100189,32.99653510798739,CYBB;CEACAM8;HIF1A;MCL1
monocarboxylic acid binding (GO:0033293),2/31,0.005705947915146924,0.04479169113390335,0,0,19.327829043224867,99.85232246586659,PSAP;PYGL
neutral amino acid transmembrane transporter activity (GO:0015175),2/32,0.006072049769721403,0.04539580065934573,0,0,18.68262910798122,95.35724203305122,SLC38A1;SLC38A2
zinc ion binding (GO:0008270),5/336,0.00768313620554293,0.05482965383046546,0,0,4.353118891060956,21.194149460145077,S100A12;MMP8;MMP9;S100A9;S100A8
protein serine/threonine kinase activator activity (GO:0043539),2/37,0.008057974182139549,0.055004432460691706,0,0,16.009657947686115,77.18405140445952,DDX3X;LTF
calcium ion binding (GO:0005509),5/348,0.008864284723489161,0.0579871958994916,0,0,4.198250728862973,19.839778543882186,S100A12;LCP1;TKT;S100A9;S100A8
ATP hydrolysis activity (GO:0140603),2/45,0.011755406983254994,0.07382395585484136,0,0,13.025876187356697,57.87972501790881,DDX3X;RNF213
RNA binding (GO:0003723),11/1406,0.012641487245803456,0.07417873350794693,0,0,2.356942999190658,10.301658664183194,SFPQ;GRN;DDX3X;PKM;HNRNPDL;MYH9;FLNA;YBX1;HLA-A;RBMX;SYNE1
cation transmembrane transporter activity (GO:0008324),2/48,0.01330025983053789,0.07417873350794693,0,0,12.174525413349663,52.59360534174025,SLC38A1;SLC38A2
amino acid transmembrane transporter activity (GO:0015171),2/49,0.013833808022784779,0.07417873350794693,0,0,11.914893617021276,51.00336814079256,SLC38A1;SLC38A2
L-amino acid transmembrane transporter activity (GO:0015179),2/53,0.01605905442556056,0.07417873350794693,0,0,10.978182822424744,45.35616966163476,SLC38A1;SLC38A2
iron ion binding (GO:0005506),2/54,0.016637771492323223,0.07417873350794693,0,0,10.766522210184181,44.100533896965025,LCN2;LTF
"1,4-alpha-oligoglucan phosphorylase activity (GO:0004645)",1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,PYGL
RNA strand annealing activity (GO:0033592),1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,DDX3X
complement component C3b binding (GO:0001851),1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,ITGB2
cytoskeleton-nuclear membrane anchor activity (GO:0140444),1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,SYNE1
"alpha-1,4-glucosidase activity (GO:0004558)",1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,MGAM
LIM domain binding (GO:0030274),1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,TLN1
annealing activity (GO:0097617),1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,DDX3X
ganglioside binding (GO:0035594),1/5,0.018118915662048707,0.07417873350794693,0,0,69.17708333333333,277.45536435713205,PSAP
carboxylic acid transmembrane transporter activity (GO:0046943),2/57,0.018426564374585543,0.07417873350794693,0,0,10.177720870678618,40.649429788478564,SLC38A1;SLC38A2
alpha-glucosidase activity (GO:0090599),1/6,0.02170366274746418,0.07744261480345173,0,0,55.33888888888889,211.9631207182121,MGAM
L-serine transmembrane transporter activity (GO:0015194),1/6,0.02170366274746418,0.07744261480345173,0,0,55.33888888888889,211.9631207182121,SLC38A2
BH domain binding (GO:0051400),1/6,0.02170366274746418,0.07744261480345173,0,0,55.33888888888889,211.9631207182121,MCL1
BH3 domain binding (GO:0051434),1/6,0.02170366274746418,0.07744261480345173,0,0,55.33888888888889,211.9631207182121,MCL1
MHC class II protein binding (GO:0042289),1/6,0.02170366274746418,0.07744261480345173,0,0,55.33888888888889,211.9631207182121,CD74
protein kinase activator activity (GO:0030295),2/63,0.022234793704465437,0.07757472470224608,0,0,9.173862849226506,34.91661125444899,DDX3X;LTF
organic acid:sodium symporter activity (GO:0005343),1/7,0.025275502302547336,0.08626638829347678,0,0,46.113425925925924,169.6014749165987,SLC38A1
purine ribonucleoside triphosphate binding (GO:0035639),5/460,0.02638770504498257,0.08814616366089922,0,0,3.1467356173238525,11.437934285673082,TUBA1A;STK17B;TUBB1;MYH9;PYGL
serine transmembrane transporter activity (GO:0022889),1/8,0.028834479875414456,0.0905402668088014,0,0,39.523809523809526,140.15867684434946,SLC38A2
poly(G) binding (GO:0034046),1/8,0.028834479875414456,0.0905402668088014,0,0,39.523809523809526,140.15867684434946,HNRNPDL
CD4 receptor binding (GO:0042609),1/8,0.028834479875414456,0.0905402668088014,0,0,39.523809523809526,140.15867684434946,CD74
bile acid binding (GO:0032052),1/9,0.03238064093072697,0.09240667294002278,0,0,34.58159722222222,118.62160586885466,PYGL
protein-glutamine gamma-glutamyltransferase activity (GO:0003810),1/9,0.03238064093072697,0.09240667294002278,0,0,34.58159722222222,118.62160586885466,F13A1
natural killer cell lectin-like receptor binding (GO:0046703),1/9,0.03238064093072697,0.09240667294002278,0,0,34.58159722222222,118.62160586885466,HLA-E
adenylate cyclase binding (GO:0008179),1/10,0.03591403083014349,0.09240667294002278,0,0,30.737654320987655,102.25271781730339,CAP1
endopeptidase activator activity (GO:0061133),1/10,0.03591403083014349,0.09240667294002278,0,0,30.737654320987655,102.25271781730339,VSIR
Lys63-specific deubiquitinase activity (GO:0061578),1/10,0.03591403083014349,0.09240667294002278,0,0,30.737654320987655,102.25271781730339,TNFAIP3
eukaryotic initiation factor 4E binding (GO:0008190),1/10,0.03591403083014349,0.09240667294002278,0,0,30.737654320987655,102.25271781730339,DDX3X
MHC class II receptor activity (GO:0032395),1/10,0.03591403083014349,0.09240667294002278,0,0,30.737654320987655,102.25271781730339,HLA-DRA
ubiquitination-like modification-dependent protein binding (GO:0140035),1/10,0.03591403083014349,0.09240667294002278,0,0,30.737654320987655,102.25271781730339,LAPTM5
metalloendopeptidase activity (GO:0004222),2/82,0.0361751688261929,0.09240667294002278,0,0,6.988380281690141,23.197106089070086,MMP8;MMP9
GTPase binding (GO:0051020),3/201,0.03723729038224064,0.09240667294002278,0,0,4.27034632034632,14.051337947935814,FLNA;YBX1;LCP1
death domain binding (GO:0070513),1/11,0.039434694821538385,0.09240667294002278,0,0,27.6625,89.43588520720674,MCL1
AMP binding (GO:0016208),1/11,0.039434694821538385,0.09240667294002278,0,0,27.6625,89.43588520720674,PYGL
superoxide-generating NAD(P)H oxidase activity (GO:0016175),1/11,0.039434694821538385,0.09240667294002278,0,0,27.6625,89.43588520720674,CYBB
filamin binding (GO:0031005),1/11,0.039434694821538385,0.09240667294002278,0,0,27.6625,89.43588520720674,RFLNB
ubiquitin-dependent protein binding (GO:0140036),1/11,0.039434694821538385,0.09240667294002278,0,0,27.6625,89.43588520720674,LAPTM5
vinculin binding (GO:0017166),1/11,0.039434694821538385,0.09240667294002278,0,0,27.6625,89.43588520720674,TLN1
metal ion binding (GO:0046872),5/517,0.040524452165121023,0.09356380867535294,0,0,2.788229549632353,8.938644948571877,S100A12;LCP1;TKT;S100A9;S100A8
cytokine receptor activity (GO:0004896),2/88,0.04112206669644483,0.09356760103393968,0,0,6.498853586636096,20.739209147060983,CD74;CSF3R
RNA stem-loop binding (GO:0035613),1/12,0.042942678013426154,0.09631429211582723,0,0,25.146464646464647,79.15828251915687,DDX3X
"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)",1/15,0.05339099174661933,0.11806177048196105,0,0,19.754960317460316,57.88427080418689,CYBB
serine-type endopeptidase activity (GO:0004252),2/105,0.056395112230582814,0.1229726752805764,0,0,5.4215780117598795,15.589057876591914,MMP8;MMP9
ribosomal small subunit binding (GO:0043024),1/17,0.06029395078422422,0.12621533697497603,0,0,17.283854166666668,48.54211057952261,DDX3X
CXCR chemokine receptor binding (GO:0045236),1/17,0.06029395078422422,0.12621533697497603,0,0,17.283854166666668,48.54211057952261,PPBP
MHC class I protein binding (GO:0042288),1/17,0.06029395078422422,0.12621533697497603,0,0,17.283854166666668,48.54211057952261,HLA-E
protease binding (GO:0002020),2/118,0.06919918988758013,0.14158961184227414,0,0,4.810830500242837,12.848603124765257,PSAP;TNFAIP3
mRNA binding (GO:0003729),3/263,0.07152552776148045,0.14158961184227414,0,0,3.2418131868131868,8.550933435269775,DDX3X;PKM;RBMX
metallopeptidase activity (GO:0008237),2/121,0.07227864004603228,0.14158961184227414,0,0,4.688838915848029,12.318642456532933,MMP8;MMP9
ubiquitin protein ligase binding (GO:0031625),3/265,0.07280765262527335,0.14158961184227414,0,0,3.2167393675027265,8.427645516228054,NFKBIA;LAPTM5;HIF1A
N-acetyltransferase activity (GO:0008080),1/21,0.07395126223609223,0.14158961184227414,0,0,13.824305555555556,36.00331664229168,SAT1
pyridoxal phosphate binding (GO:0030170),1/21,0.07395126223609223,0.14158961184227414,0,0,13.824305555555556,36.00331664229168,PYGL
histone acetyltransferase binding (GO:0035035),1/21,0.07395126223609223,0.14158961184227414,0,0,13.824305555555556,36.00331664229168,HIF1A
serine-type peptidase activity (GO:0008236),2/125,0.07645268170890704,0.14284208433380924,0,0,4.5354402839803045,11.660994632947268,MMP8;MMP9
peptidase activator activity (GO:0016504),1/22,0.07733488642276296,0.14284208433380924,0,0,13.165343915343914,33.69814742858341,VSIR
K63-linked polyubiquitin modification-dependent protein binding (GO:0070530),1/22,0.07733488642276296,0.14284208433380924,0,0,13.165343915343914,33.69814742858341,TNFAIP3
gamma-tubulin binding (GO:0043015),1/23,0.08070631631088798,0.14512513274899017,0,0,12.566287878787879,31.62857298179009,DDX3X
nucleoside-triphosphatase activity (GO:0017111),3/278,0.08139093190661578,0.14512513274899017,0,0,3.062649350649351,7.682629599638841,DDX3X;RNF213;MYH9
ATP binding (GO:0005524),3/278,0.08139093190661578,0.14512513274899017,0,0,3.062649350649351,7.682629599638841,STK17B;MYH9;PYGL
nuclear localization sequence binding (GO:0008139),1/24,0.08406559523720614,0.14512513274899017,0,0,12.019323671497585,29.76174313200534,NFKBIA
cell adhesion mediator activity (GO:0098631),1/24,0.08406559523720614,0.14512513274899017,0,0,12.019323671497585,29.76174313200534,EMB
ubiquitin-like protein ligase binding (GO:0044389),3/282,0.0841171151602427,0.14512513274899017,0,0,3.018125960061444,7.471507303066445,NFKBIA;LAPTM5;HIF1A
